source,pokemon,category,type,name,usage
2018-11_gen3ou-0.json,Tyranitar,Stats,Raw count,,14004
2018-11_gen3ou-0.json,Tyranitar,Stats,Avg. weight,,1.0
2018-11_gen3ou-0.json,Tyranitar,Stats,Viability Ceiling,,90
2018-11_gen3ou-0.json,Tyranitar,Stats,Adamant,,1.964
2018-11_gen3ou-0.json,Tyranitar,Stats,Naughty,,3.442
2018-11_gen3ou-0.json,Tyranitar,Stats,Modest,,2.678
2018-11_gen3ou-0.json,Tyranitar,Abilities,,Sand Stream,100.0
2018-11_gen3ou-0.json,Tyranitar,Items,,Leftovers,72.558
2018-11_gen3ou-0.json,Tyranitar,Items,,Lum Berry,16.417
2018-11_gen3ou-0.json,Tyranitar,Items,,Choice Band,7.177
2018-11_gen3ou-0.json,Tyranitar,Items,,Other,3.849
2018-11_gen3ou-0.json,Tyranitar,Spreads,,Other,67.045
2018-11_gen3ou-0.json,Tyranitar,Moves,,Rock Slide,80.27
2018-11_gen3ou-0.json,Tyranitar,Moves,,Earthquake,71.551
2018-11_gen3ou-0.json,Tyranitar,Moves,,Dragon Dance,53.256
2018-11_gen3ou-0.json,Tyranitar,Moves,,Hidden Power Bug,31.884
2018-11_gen3ou-0.json,Tyranitar,Moves,,Crunch,22.408
2018-11_gen3ou-0.json,Tyranitar,Moves,,Taunt,17.474
2018-11_gen3ou-0.json,Tyranitar,Moves,,Pursuit,17.366
2018-11_gen3ou-0.json,Tyranitar,Moves,,Hidden Power Grass,17.017
2018-11_gen3ou-0.json,Tyranitar,Moves,,Focus Punch,15.831
2018-11_gen3ou-0.json,Tyranitar,Moves,,Fire Blast,15.567
2018-11_gen3ou-0.json,Tyranitar,Moves,,Ice Beam,12.025
2018-11_gen3ou-0.json,Tyranitar,Moves,,Brick Break,10.983
2018-11_gen3ou-0.json,Tyranitar,Moves,,Flamethrower,5.884
2018-11_gen3ou-0.json,Tyranitar,Moves,,Substitute,4.613
2018-11_gen3ou-0.json,Tyranitar,Moves,,Roar,3.913
2018-11_gen3ou-0.json,Tyranitar,Moves,,Other,19.959
2018-11_gen3ou-0.json,Metagross,Stats,Raw count,,13091
2018-11_gen3ou-0.json,Metagross,Stats,Avg. weight,,1.0
2018-11_gen3ou-0.json,Metagross,Stats,Viability Ceiling,,90
2018-11_gen3ou-0.json,Metagross,Stats,Adamant,,2.246
2018-11_gen3ou-0.json,Metagross,Stats,Brave,,5.019
2018-11_gen3ou-0.json,Metagross,Abilities,,Clear Body,100.0
2018-11_gen3ou-0.json,Metagross,Items,,Leftovers,60.087
2018-11_gen3ou-0.json,Metagross,Items,,Choice Band,25.995
2018-11_gen3ou-0.json,Metagross,Items,,Lum Berry,5.546
2018-11_gen3ou-0.json,Metagross,Items,,Liechi Berry,2.475
2018-11_gen3ou-0.json,Metagross,Items,,Metal Coat,1.138
2018-11_gen3ou-0.json,Metagross,Items,,Other,4.759
2018-11_gen3ou-0.json,Metagross,Spreads,,Other,61.783
2018-11_gen3ou-0.json,Metagross,Moves,,Meteor Mash,95.165
2018-11_gen3ou-0.json,Metagross,Moves,,Earthquake,84.745
2018-11_gen3ou-0.json,Metagross,Moves,,Explosion,79.658
2018-11_gen3ou-0.json,Metagross,Moves,,Agility,37.835
2018-11_gen3ou-0.json,Metagross,Moves,,Rock Slide,20.006
2018-11_gen3ou-0.json,Metagross,Moves,,Psychic,16.614
2018-11_gen3ou-0.json,Metagross,Moves,,Shadow Ball,9.411
2018-11_gen3ou-0.json,Metagross,Moves,,Hidden Power Fire,8.067
2018-11_gen3ou-0.json,Metagross,Moves,,Sludge Bomb,7.234
2018-11_gen3ou-0.json,Metagross,Moves,,Hidden Power Grass,5.714
2018-11_gen3ou-0.json,Metagross,Moves,,Brick Break,5.049
2018-11_gen3ou-0.json,Metagross,Moves,,Double-Edge,3.797
2018-11_gen3ou-0.json,Metagross,Moves,,Toxic,3.369
2018-11_gen3ou-0.json,Metagross,Moves,,Thunder Punch,3.185
2018-11_gen3ou-0.json,Metagross,Moves,,Ice Punch,3.14
2018-11_gen3ou-0.json,Metagross,Moves,,Other,17.012
2018-11_gen3ou-0.json,Gengar,Stats,Raw count,,12475
2018-11_gen3ou-0.json,Gengar,Stats,Avg. weight,,1.0
2018-11_gen3ou-0.json,Gengar,Stats,Viability Ceiling,,90
2018-11_gen3ou-0.json,Gengar,Stats,Timid,,3.078
2018-11_gen3ou-0.json,Gengar,Stats,Hasty,,3.800
2018-11_gen3ou-0.json,Gengar,Stats,Modest,,2.565
2018-11_gen3ou-0.json,Gengar,Abilities,,Levitate,100.0
2018-11_gen3ou-0.json,Gengar,Items,,Leftovers,81.908
2018-11_gen3ou-0.json,Gengar,Items,,Lum Berry,7.551
2018-11_gen3ou-0.json,Gengar,Items,,Magnet,1.643
2018-11_gen3ou-0.json,Gengar,Items,,Choice Band,1.571
2018-11_gen3ou-0.json,Gengar,Items,,Petaya Berry,1.194
2018-11_gen3ou-0.json,Gengar,Items,,Sitrus Berry,0.81
2018-11_gen3ou-0.json,Gengar,Items,,Nothing,0.794
2018-11_gen3ou-0.json,Gengar,Items,,Other,4.529
2018-11_gen3ou-0.json,Gengar,Spreads,,Other,61.932
2018-11_gen3ou-0.json,Gengar,Moves,,Thunderbolt,74.204
2018-11_gen3ou-0.json,Gengar,Moves,,Ice Punch,68.481
2018-11_gen3ou-0.json,Gengar,Moves,,Giga Drain,38.204
2018-11_gen3ou-0.json,Gengar,Moves,,Will-O-Wisp,32.842
2018-11_gen3ou-0.json,Gengar,Moves,,Destiny Bond,29.234
2018-11_gen3ou-0.json,Gengar,Moves,,Fire Punch,27.936
2018-11_gen3ou-0.json,Gengar,Moves,,Explosion,24.834
2018-11_gen3ou-0.json,Gengar,Moves,,Hypnosis,23.222
2018-11_gen3ou-0.json,Gengar,Moves,,Psychic,14.325
2018-11_gen3ou-0.json,Gengar,Moves,,Shadow Ball,8.858
2018-11_gen3ou-0.json,Gengar,Moves,,Taunt,7.88
2018-11_gen3ou-0.json,Gengar,Moves,,Hidden Power Grass,6.878
2018-11_gen3ou-0.json,Gengar,Moves,,Focus Punch,6.108
2018-11_gen3ou-0.json,Gengar,Moves,,Substitute,6.1
2018-11_gen3ou-0.json,Gengar,Moves,,Sludge Bomb,5.09
2018-11_gen3ou-0.json,Gengar,Moves,,Mean Look,3.792
2018-11_gen3ou-0.json,Gengar,Moves,,Haze,3.022
2018-11_gen3ou-0.json,Gengar,Moves,,Other,18.99
2018-11_gen3ou-0.json,Swampert,Stats,Raw count,,10674
2018-11_gen3ou-0.json,Swampert,Stats,Avg. weight,,1.0
2018-11_gen3ou-0.json,Swampert,Stats,Viability Ceiling,,90
2018-11_gen3ou-0.json,Swampert,Stats,Relaxed,,1.902
2018-11_gen3ou-0.json,Swampert,Stats,Sassy,,3.757
2018-11_gen3ou-0.json,Swampert,Stats,Brave,,2.754
2018-11_gen3ou-0.json,Swampert,Stats,Timid,,2.642
2018-11_gen3ou-0.json,Swampert,Stats,Hardy,,2.005
2018-11_gen3ou-0.json,Swampert,Abilities,,Torrent,100.0
2018-11_gen3ou-0.json,Swampert,Items,,Leftovers,87.99
2018-11_gen3ou-0.json,Swampert,Items,,Salac Berry,5.958
2018-11_gen3ou-0.json,Swampert,Items,,Nothing,1.115
2018-11_gen3ou-0.json,Swampert,Items,,Other,4.937
2018-11_gen3ou-0.json,Swampert,Spreads,,Other,58.75
2018-11_gen3ou-0.json,Swampert,Moves,,Earthquake,87.755
2018-11_gen3ou-0.json,Swampert,Moves,,Ice Beam,83.165
2018-11_gen3ou-0.json,Swampert,Moves,,Hydro Pump,41.859
2018-11_gen3ou-0.json,Swampert,Moves,,Protect,40.435
2018-11_gen3ou-0.json,Swampert,Moves,,Surf,32.743
2018-11_gen3ou-0.json,Swampert,Moves,,Roar,28.293
2018-11_gen3ou-0.json,Swampert,Moves,,Toxic,21.491
2018-11_gen3ou-0.json,Swampert,Moves,,Focus Punch,9.94
2018-11_gen3ou-0.json,Swampert,Moves,,Rest,6.82
2018-11_gen3ou-0.json,Swampert,Moves,,Substitute,6.38
2018-11_gen3ou-0.json,Swampert,Moves,,Refresh,6.249
2018-11_gen3ou-0.json,Swampert,Moves,,Endeavor,5.565
2018-11_gen3ou-0.json,Swampert,Moves,,Brick Break,4.038
2018-11_gen3ou-0.json,Swampert,Moves,,Rock Slide,3.869
2018-11_gen3ou-0.json,Swampert,Moves,,Sleep Talk,3.466
2018-11_gen3ou-0.json,Swampert,Moves,,Other,17.931
2018-11_gen3ou-0.json,Salamence,Stats,Raw count,,10718
2018-11_gen3ou-0.json,Salamence,Stats,Avg. weight,,1.0
2018-11_gen3ou-0.json,Salamence,Stats,Viability Ceiling,,90
2018-11_gen3ou-0.json,Salamence,Stats,Adamant,,31.610
2018-11_gen3ou-0.json,Salamence,Stats,Lonely,,6.242
2018-11_gen3ou-0.json,Salamence,Stats,Jolly,,4.777
2018-11_gen3ou-0.json,Salamence,Stats,Rash,,2.976
2018-11_gen3ou-0.json,Salamence,Abilities,,Intimidate,100.0
2018-11_gen3ou-0.json,Salamence,Items,,Leftovers,60.627
2018-11_gen3ou-0.json,Salamence,Items,,Choice Band,23.95
2018-11_gen3ou-0.json,Salamence,Items,,Lum Berry,8.565
2018-11_gen3ou-0.json,Salamence,Items,,Dragon Fang,1.679
2018-11_gen3ou-0.json,Salamence,Items,,Sitrus Berry,0.952
2018-11_gen3ou-0.json,Salamence,Items,,Other,4.227
2018-11_gen3ou-0.json,Salamence,Spreads,,Other,46.492
2018-11_gen3ou-0.json,Salamence,Moves,,Earthquake,64.126
2018-11_gen3ou-0.json,Salamence,Moves,,Brick Break,52.416
2018-11_gen3ou-0.json,Salamence,Moves,,Hidden Power Flying,49.664
2018-11_gen3ou-0.json,Salamence,Moves,,Rock Slide,48.684
2018-11_gen3ou-0.json,Salamence,Moves,,Dragon Dance,38.141
2018-11_gen3ou-0.json,Salamence,Moves,,Fire Blast,36.733
2018-11_gen3ou-0.json,Salamence,Moves,,Dragon Claw,33.383
2018-11_gen3ou-0.json,Salamence,Moves,,Hidden Power Grass,21.459
2018-11_gen3ou-0.json,Salamence,Moves,,Flamethrower,12.148
2018-11_gen3ou-0.json,Salamence,Moves,,Hydro Pump,5.645
2018-11_gen3ou-0.json,Salamence,Moves,,Crunch,4.32
2018-11_gen3ou-0.json,Salamence,Moves,,Wish,3.797
2018-11_gen3ou-0.json,Salamence,Moves,,Hidden Power Ice,3.583
2018-11_gen3ou-0.json,Salamence,Moves,,Aerial Ace,3.377
2018-11_gen3ou-0.json,Salamence,Moves,,Protect,2.902
2018-11_gen3ou-0.json,Salamence,Moves,,Other,19.621
2018-11_gen3ou-0.json,Skarmory,Stats,Raw count,,10021
2018-11_gen3ou-0.json,Skarmory,Stats,Avg. weight,,1.0
2018-11_gen3ou-0.json,Skarmory,Stats,Viability Ceiling,,90
2018-11_gen3ou-0.json,Skarmory,Stats,Impish,,4.211
2018-11_gen3ou-0.json,Skarmory,Stats,Careful,,4.800
2018-11_gen3ou-0.json,Skarmory,Stats,Bold,,8.053
2018-11_gen3ou-0.json,Skarmory,Stats,Calm,,3.133
2018-11_gen3ou-0.json,Skarmory,Abilities,,Keen Eye,70.542
2018-11_gen3ou-0.json,Skarmory,Abilities,,Sturdy,29.458
2018-11_gen3ou-0.json,Skarmory,Items,,Leftovers,97.595
2018-11_gen3ou-0.json,Skarmory,Items,,Other,2.405
2018-11_gen3ou-0.json,Skarmory,Spreads,,Other,53.867
