source,pokemon,category,type,name,usage
2023-09_gen8ou-0.json,Landorus-Therian,Teammates,,Melmetal,15.782
2023-09_gen8ou-0.json,Landorus-Therian,Teammates,,Toxapex,15.123
2023-09_gen8ou-0.json,Landorus-Therian,Teammates,,Clefable,12.492
2023-09_gen8ou-0.json,Landorus-Therian,Teammates,,Rillaboom,12.298
2023-09_gen8ou-0.json,Dragapult,Stats,Raw count,,34192
2023-09_gen8ou-0.json,Dragapult,Stats,Avg. weight,,1.0
2023-09_gen8ou-0.json,Dragapult,Stats,Viability Ceiling,,93
2023-09_gen8ou-0.json,Dragapult,Stats,Timid,,4.220
2023-09_gen8ou-0.json,Dragapult,Stats,Adamant,,8.566
2023-09_gen8ou-0.json,Dragapult,Stats,Modest,,8.432
2023-09_gen8ou-0.json,Dragapult,Stats,Lonely,,6.004
2023-09_gen8ou-0.json,Dragapult,Stats,Jolly,,5.294
2023-09_gen8ou-0.json,Dragapult,Abilities,,Infiltrator,65.156
2023-09_gen8ou-0.json,Dragapult,Abilities,,Clear Body,30.089
2023-09_gen8ou-0.json,Dragapult,Abilities,,Cursed Body,4.755
2023-09_gen8ou-0.json,Dragapult,Items,,Choice Specs,39.111
2023-09_gen8ou-0.json,Dragapult,Items,,Life Orb,17.712
2023-09_gen8ou-0.json,Dragapult,Items,,Leftovers,9.403
2023-09_gen8ou-0.json,Dragapult,Items,,Choice Band,6.964
2023-09_gen8ou-0.json,Dragapult,Items,,Focus Sash,4.095
2023-09_gen8ou-0.json,Dragapult,Items,,Heavy-Duty Boots,3.644
2023-09_gen8ou-0.json,Dragapult,Items,,Choice Scarf,3.501
2023-09_gen8ou-0.json,Dragapult,Items,,Dragon Fang,3.325
2023-09_gen8ou-0.json,Dragapult,Items,,Weakness Policy,2.401
2023-09_gen8ou-0.json,Dragapult,Items,,Expert Belt,2.077
2023-09_gen8ou-0.json,Dragapult,Items,,Lum Berry,1.228
2023-09_gen8ou-0.json,Dragapult,Items,,Assault Vest,0.831
2023-09_gen8ou-0.json,Dragapult,Items,,Nothing,0.755
2023-09_gen8ou-0.json,Dragapult,Items,,Other,4.954
2023-09_gen8ou-0.json,Dragapult,Spreads,,Other,40.48
2023-09_gen8ou-0.json,Dragapult,Moves,,Draco Meteor,50.298
2023-09_gen8ou-0.json,Dragapult,Moves,,U-turn,49.333
2023-09_gen8ou-0.json,Dragapult,Moves,,Shadow Ball,49.31
2023-09_gen8ou-0.json,Dragapult,Moves,,Dragon Darts,45.809
2023-09_gen8ou-0.json,Dragapult,Moves,,Flamethrower,42.957
2023-09_gen8ou-0.json,Dragapult,Moves,,Phantom Force,37.687
2023-09_gen8ou-0.json,Dragapult,Moves,,Dragon Dance,31.206
2023-09_gen8ou-0.json,Dragapult,Moves,,Sucker Punch,12.62
2023-09_gen8ou-0.json,Dragapult,Moves,,Fire Blast,12.254
2023-09_gen8ou-0.json,Dragapult,Moves,,Thunderbolt,11.906
2023-09_gen8ou-0.json,Dragapult,Moves,,Hex,7.054
2023-09_gen8ou-0.json,Dragapult,Moves,,Substitute,5.194
2023-09_gen8ou-0.json,Dragapult,Moves,,Hydro Pump,5.071
2023-09_gen8ou-0.json,Dragapult,Moves,,Psychic Fangs,4.612
2023-09_gen8ou-0.json,Dragapult,Moves,,Thunder Wave,4.018
2023-09_gen8ou-0.json,Dragapult,Moves,,Will-O-Wisp,3.951
2023-09_gen8ou-0.json,Dragapult,Moves,,Steel Wing,3.293
2023-09_gen8ou-0.json,Dragapult,Moves,,Dragon Claw,2.62
2023-09_gen8ou-0.json,Dragapult,Moves,,Dragon Pulse,2.468
2023-09_gen8ou-0.json,Dragapult,Moves,,Other,18.335
2023-09_gen8ou-0.json,Dragapult,Teammates,,Landorus-Therian,31.329
2023-09_gen8ou-0.json,Dragapult,Teammates,,Ferrothorn,21.651
2023-09_gen8ou-0.json,Dragapult,Teammates,,Rillaboom,16.592
2023-09_gen8ou-0.json,Dragapult,Teammates,,Melmetal,16.39
2023-09_gen8ou-0.json,Dragapult,Teammates,,Heatran,15.664
2023-09_gen8ou-0.json,Dragapult,Teammates,,Urshifu-Rapid-Strike,15.349
2023-09_gen8ou-0.json,Dragapult,Teammates,,Garchomp,14.445
2023-09_gen8ou-0.json,Dragapult,Teammates,,Toxapex,13.418
2023-09_gen8ou-0.json,Dragapult,Teammates,,Clefable,13.009
2023-09_gen8ou-0.json,Dragapult,Teammates,,Corviknight,12.927
2023-09_gen8ou-0.json,Dragapult,Teammates,,Kartana,12.076
2023-09_gen8ou-0.json,Garchomp,Stats,Raw count,,31077
2023-09_gen8ou-0.json,Garchomp,Stats,Avg. weight,,1.0
2023-09_gen8ou-0.json,Garchomp,Stats,Viability Ceiling,,94
2023-09_gen8ou-0.json,Garchomp,Stats,Jolly,,2.902
2023-09_gen8ou-0.json,Garchomp,Stats,Careful,,3.076
2023-09_gen8ou-0.json,Garchomp,Stats,Adamant,,2.912
2023-09_gen8ou-0.json,Garchomp,Abilities,,Rough Skin,100.0
2023-09_gen8ou-0.json,Garchomp,Items,,Leftovers,53.075
2023-09_gen8ou-0.json,Garchomp,Items,,Rocky Helmet,14.561
2023-09_gen8ou-0.json,Garchomp,Items,,Life Orb,11.182
2023-09_gen8ou-0.json,Garchomp,Items,,Lum Berry,4.737
2023-09_gen8ou-0.json,Garchomp,Items,,Focus Sash,2.664
2023-09_gen8ou-0.json,Garchomp,Items,,Yache Berry,2.291
2023-09_gen8ou-0.json,Garchomp,Items,,Choice Scarf,2.121
2023-09_gen8ou-0.json,Garchomp,Items,,Dragon Fang,1.779
2023-09_gen8ou-0.json,Garchomp,Items,,Choice Band,1.377
2023-09_gen8ou-0.json,Garchomp,Items,,Expert Belt,0.785
2023-09_gen8ou-0.json,Garchomp,Items,,Assault Vest,0.724
2023-09_gen8ou-0.json,Garchomp,Items,,Other,4.704
2023-09_gen8ou-0.json,Garchomp,Spreads,,Other,31.274
2023-09_gen8ou-0.json,Garchomp,Moves,,Earthquake,96.927
2023-09_gen8ou-0.json,Garchomp,Moves,,Swords Dance,68.761
2023-09_gen8ou-0.json,Garchomp,Moves,,Scale Shot,54.79
2023-09_gen8ou-0.json,Garchomp,Moves,,Fire Fang,44.618
2023-09_gen8ou-0.json,Garchomp,Moves,,Stealth Rock,25.141
2023-09_gen8ou-0.json,Garchomp,Moves,,Dragon Claw,16.765
2023-09_gen8ou-0.json,Garchomp,Moves,,Toxic,15.172
2023-09_gen8ou-0.json,Garchomp,Moves,,Stone Edge,10.599
2023-09_gen8ou-0.json,Garchomp,Moves,,Protect,8.888
2023-09_gen8ou-0.json,Garchomp,Moves,,Fire Blast,6.304
2023-09_gen8ou-0.json,Garchomp,Moves,,Aqua Tail,6.246
2023-09_gen8ou-0.json,Garchomp,Moves,,Draco Meteor,5.377
2023-09_gen8ou-0.json,Garchomp,Moves,,Outrage,5.068
2023-09_gen8ou-0.json,Garchomp,Moves,,Poison Jab,4.955
2023-09_gen8ou-0.json,Garchomp,Moves,,Iron Head,4.943
2023-09_gen8ou-0.json,Garchomp,Moves,,Flamethrower,4.064
2023-09_gen8ou-0.json,Garchomp,Moves,,Dragon Tail,3.301
2023-09_gen8ou-0.json,Garchomp,Moves,,Other,18.081
2023-09_gen8ou-0.json,Garchomp,Teammates,,Ferrothorn,35.624
2023-09_gen8ou-0.json,Garchomp,Teammates,,Zapdos,25.781
2023-09_gen8ou-0.json,Garchomp,Teammates,,Urshifu-Rapid-Strike,25.411
2023-09_gen8ou-0.json,Garchomp,Teammates,,Blissey,22.785
2023-09_gen8ou-0.json,Garchomp,Teammates,,Bisharp,21.53
2023-09_gen8ou-0.json,Garchomp,Teammates,,Dragapult,15.893
2023-09_gen8ou-0.json,Garchomp,Teammates,,Heatran,11.967
2023-09_gen8ou-0.json,Garchomp,Teammates,,Weavile,11.655
2023-09_gen8ou-0.json,Garchomp,Teammates,,Rillaboom,11.629
2023-09_gen8ou-0.json,Garchomp,Teammates,,Melmetal,10.754
2023-09_gen8ou-0.json,Garchomp,Teammates,,Kartana,9.657
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Stats,Raw count,,25492
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Stats,Avg. weight,,1.0
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Stats,Viability Ceiling,,93
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Stats,Jolly,,2.118
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Stats,Adamant,,1.867
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Abilities,,Unseen Fist,100.0
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Choice Band,55.174
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Protective Pads,18.072
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Choice Scarf,10.611
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Life Orb,5.206
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Leftovers,2.11
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Expert Belt,1.91
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Assault Vest,1.601
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Aguav Berry,0.973
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Items,,Other,4.343
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Spreads,,Other,11.831
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Surging Strikes,97.638
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Close Combat,91.911
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,U-turn,76.969
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Aqua Jet,70.348
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Ice Punch,14.252
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Thunder Punch,9.258
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Drain Punch,7.245
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Taunt,6.049
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Bulk Up,5.339
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Poison Jab,3.511
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Moves,,Other,17.48
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Ferrothorn,43.159
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Zapdos,37.553
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Garchomp,30.978
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Blissey,26.671
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Bisharp,25.812
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Landorus-Therian,25.228
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Dragapult,20.587
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Tapu Lele,14.456
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Rillaboom,11.925
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Heatran,11.521
2023-09_gen8ou-0.json,Urshifu-Rapid-Strike,Teammates,,Kartana,9.697
2023-09_gen8ou-0.json,Zapdos,Stats,Raw count,,24232
2023-09_gen8ou-0.json,Zapdos,Stats,Avg. weight,,1.0
2023-09_gen8ou-0.json,Zapdos,Stats,Viability Ceiling,,94
2023-09_gen8ou-0.json,Zapdos,Stats,Timid,,3.714
2023-09_gen8ou-0.json,Zapdos,Stats,Modest,,2.501
2023-09_gen8ou-0.json,Zapdos,Stats,Bold,,2.105
2023-09_gen8ou-0.json,Zapdos,Abilities,,Static,93.038
2023-09_gen8ou-0.json,Zapdos,Abilities,,Pressure,6.962
2023-09_gen8ou-0.json,Zapdos,Items,,Heavy-Duty Boots,82.804
2023-09_gen8ou-0.json,Zapdos,Items,,Leftovers,5.319
2023-09_gen8ou-0.json,Zapdos,Items,,Choice Specs,3.223
2023-09_gen8ou-0.json,Zapdos,Items,,Rocky Helmet,3.074
2023-09_gen8ou-0.json,Zapdos,Items,,Life Orb,1.411
2023-09_gen8ou-0.json,Zapdos,Items,,Other,4.168
2023-09_gen8ou-0.json,Zapdos,Spreads,,Other,39.894
2023-09_gen8ou-0.json,Zapdos,Moves,,Roost,85.87
2023-09_gen8ou-0.json,Zapdos,Moves,,Defog,63.144
2023-09_gen8ou-0.json,Zapdos,Moves,,Heat Wave,57.263
2023-09_gen8ou-0.json,Zapdos,Moves,,Hurricane,50.553
2023-09_gen8ou-0.json,Zapdos,Moves,,Discharge,40.521
2023-09_gen8ou-0.json,Zapdos,Moves,,Volt Switch,38.259
2023-09_gen8ou-0.json,Zapdos,Moves,,Thunder,15.191
2023-09_gen8ou-0.json,Zapdos,Moves,,Thunderbolt,15.087
2023-09_gen8ou-0.json,Zapdos,Moves,,Weather Ball,11.064
2023-09_gen8ou-0.json,Zapdos,Moves,,Toxic,7.936
2023-09_gen8ou-0.json,Zapdos,Moves,,Other,15.112
2023-09_gen8ou-0.json,Zapdos,Teammates,,Ferrothorn,48.774
2023-09_gen8ou-0.json,Zapdos,Teammates,,Urshifu-Rapid-Strike,39.506
2023-09_gen8ou-0.json,Zapdos,Teammates,,Garchomp,33.064
2023-09_gen8ou-0.json,Zapdos,Teammates,,Blissey,28.31
2023-09_gen8ou-0.json,Zapdos,Teammates,,Bisharp,25.813
2023-09_gen8ou-0.json,Zapdos,Teammates,,Landorus-Therian,16.379
2023-09_gen8ou-0.json,Zapdos,Teammates,,Dragapult,13.924
2023-09_gen8ou-0.json,Zapdos,Teammates,,Pelipper,13.891
2023-09_gen8ou-0.json,Zapdos,Teammates,,Heatran,13.276
2023-09_gen8ou-0.json,Zapdos,Teammates,,Barraskewda,11.357
2023-09_gen8ou-0.json,Zapdos,Teammates,,Tyranitar,11.126
2023-09_gen8ou-0.json,Heatran,Stats,Raw count,,21074
2023-09_gen8ou-0.json,Heatran,Stats,Avg. weight,,1.0
2023-09_gen8ou-0.json,Heatran,Stats,Viability Ceiling,,95
2023-09_gen8ou-0.json,Heatran,Stats,Timid,,14.501
2023-09_gen8ou-0.json,Heatran,Stats,Calm,,3.753
2023-09_gen8ou-0.json,Heatran,Stats,Modest,,4.665
2023-09_gen8ou-0.json,Heatran,Abilities,,Flash Fire,83.847
2023-09_gen8ou-0.json,Heatran,Abilities,,Flame Body,16.153
2023-09_gen8ou-0.json,Heatran,Items,,Leftovers,56.591
2023-09_gen8ou-0.json,Heatran,Items,,Air Balloon,26.673
2023-09_gen8ou-0.json,Heatran,Items,,Assault Vest,3.872
2023-09_gen8ou-0.json,Heatran,Items,,Choice Scarf,3.777
2023-09_gen8ou-0.json,Heatran,Items,,Choice Specs,2.52
2023-09_gen8ou-0.json,Heatran,Items,,Iapapa Berry,1.651
2023-09_gen8ou-0.json,Heatran,Items,,Other,4.916
2023-09_gen8ou-0.json,Heatran,Spreads,,Other,50.522
2023-09_gen8ou-0.json,Heatran,Moves,,Earth Power,84.616
2023-09_gen8ou-0.json,Heatran,Moves,,Magma Storm,73.417
2023-09_gen8ou-0.json,Heatran,Moves,,Taunt,50.74
2023-09_gen8ou-0.json,Heatran,Moves,,Stealth Rock,41.89
2023-09_gen8ou-0.json,Heatran,Moves,,Toxic,40.306
2023-09_gen8ou-0.json,Heatran,Moves,,Flash Cannon,20.371
2023-09_gen8ou-0.json,Heatran,Moves,,Protect,18.976
2023-09_gen8ou-0.json,Heatran,Moves,,Eruption,14.691
2023-09_gen8ou-0.json,Heatran,Moves,,Lava Plume,11.033
2023-09_gen8ou-0.json,Heatran,Moves,,Flamethrower,7.284
2023-09_gen8ou-0.json,Heatran,Moves,,Will-O-Wisp,4.783
2023-09_gen8ou-0.json,Heatran,Moves,,Dark Pulse,3.303
2023-09_gen8ou-0.json,Heatran,Moves,,Heavy Slam,3.156
2023-09_gen8ou-0.json,Heatran,Moves,,Dragon Pulse,3.113
2023-09_gen8ou-0.json,Heatran,Moves,,Steel Beam,2.539
2023-09_gen8ou-0.json,Heatran,Moves,,Other,19.783
2023-09_gen8ou-0.json,Heatran,Teammates,,Landorus-Therian,39.679
2023-09_gen8ou-0.json,Heatran,Teammates,,Dragapult,25.415
2023-09_gen8ou-0.json,Heatran,Teammates,,Rillaboom,21.543
2023-09_gen8ou-0.json,Heatran,Teammates,,Kartana,17.866
2023-09_gen8ou-0.json,Heatran,Teammates,,Garchomp,17.647
2023-09_gen8ou-0.json,Heatran,Teammates,,Weavile,17.163
2023-09_gen8ou-0.json,Heatran,Teammates,,Ferrothorn,17.002
2023-09_gen8ou-0.json,Heatran,Teammates,,Clefable,16.409
2023-09_gen8ou-0.json,Heatran,Teammates,,Zapdos,15.265
2023-09_gen8ou-0.json,Heatran,Teammates,,Urshifu-Rapid-Strike,13.937
2023-09_gen8ou-0.json,Heatran,Teammates,,Tornadus-Therian,10.852
2023-09_gen8ou-0.json,Rillaboom,Stats,Raw count,,20849
2023-09_gen8ou-0.json,Rillaboom,Stats,Avg. weight,,1.0
2023-09_gen8ou-0.json,Rillaboom,Stats,Viability Ceiling,,94
2023-09_gen8ou-0.json,Rillaboom,Stats,Adamant,,6.259
2023-09_gen8ou-0.json,Rillaboom,Stats,Jolly,,3.199
2023-09_gen8ou-0.json,Rillaboom,Abilities,,Grassy Surge,96.954
2023-09_gen8ou-0.json,Rillaboom,Abilities,,Overgrow,3.046
2023-09_gen8ou-0.json,Rillaboom,Items,,Choice Band,28.236
2023-09_gen8ou-0.json,Rillaboom,Items,,Life Orb,23.541
2023-09_gen8ou-0.json,Rillaboom,Items,,Leftovers,22.414
2023-09_gen8ou-0.json,Rillaboom,Items,,Grassy Seed,4.624
2023-09_gen8ou-0.json,Rillaboom,Items,,Assault Vest,4.01
2023-09_gen8ou-0.json,Rillaboom,Items,,Miracle Seed,2.787
2023-09_gen8ou-0.json,Rillaboom,Items,,Terrain Extender,2.403
2023-09_gen8ou-0.json,Rillaboom,Items,,Aguav Berry,1.693
2023-09_gen8ou-0.json,Rillaboom,Items,,Focus Sash,1.199
2023-09_gen8ou-0.json,Rillaboom,Items,,Heavy-Duty Boots,1.137
2023-09_gen8ou-0.json,Rillaboom,Items,,Choice Scarf,1.127
2023-09_gen8ou-0.json,Rillaboom,Items,,Expert Belt,0.916
2023-09_gen8ou-0.json,Rillaboom,Items,,Muscle Band,0.892
2023-09_gen8ou-0.json,Rillaboom,Items,,Sitrus Berry,0.883
2023-09_gen8ou-0.json,Rillaboom,Items,,Other,4.139
2023-09_gen8ou-0.json,Rillaboom,Spreads,,Other,41.455
2023-09_gen8ou-0.json,Rillaboom,Moves,,Grassy Glide,91.525
2023-09_gen8ou-0.json,Rillaboom,Moves,,Knock Off,67.183
2023-09_gen8ou-0.json,Rillaboom,Moves,,Swords Dance,46.722
2023-09_gen8ou-0.json,Rillaboom,Moves,,Drain Punch,37.561
2023-09_gen8ou-0.json,Rillaboom,Moves,,U-turn,36.918
2023-09_gen8ou-0.json,Rillaboom,Moves,,Superpower,30.692
2023-09_gen8ou-0.json,Rillaboom,Moves,,Wood Hammer,27.176
2023-09_gen8ou-0.json,Rillaboom,Moves,,High Horsepower,10.029
2023-09_gen8ou-0.json,Rillaboom,Moves,,Drum Beating,9.199
2023-09_gen8ou-0.json,Rillaboom,Moves,,Earthquake,7.31
2023-09_gen8ou-0.json,Rillaboom,Moves,,Acrobatics,7.147
2023-09_gen8ou-0.json,Rillaboom,Moves,,Darkest Lariat,5.736
2023-09_gen8ou-0.json,Rillaboom,Moves,,Fake Out,4.504
2023-09_gen8ou-0.json,Rillaboom,Moves,,Other,18.298
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Dragapult,27.21
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Heatran,21.776
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Landorus-Therian,21.047
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Melmetal,20.13
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Garchomp,17.334
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Urshifu-Rapid-Strike,14.581
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Tornadus-Therian,14.125
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Volcarona,12.682
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Blaziken,12.034
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Clefable,11.622
2023-09_gen8ou-0.json,Rillaboom,Teammates,,Kartana,11.056
2023-09_gen8ou-0.json,Clefable,Stats,Raw count,,20572
2023-09_gen8ou-0.json,Clefable,Stats,Avg. weight,,1.0
2023-09_gen8ou-0.json,Clefable,Stats,Viability Ceiling,,95
2023-09_gen8ou-0.json,Clefable,Stats,Bold,,4.078
2023-09_gen8ou-0.json,Clefable,Stats,Calm,,3.670
2023-09_gen8ou-0.json,Clefable,Stats,Modest,,3.981
2023-09_gen8ou-0.json,Clefable,Abilities,,Magic Guard,70.951
2023-09_gen8ou-0.json,Clefable,Abilities,,Unaware,27.562
2023-09_gen8ou-0.json,Clefable,Abilities,,Cute Charm,1.487
2023-09_gen8ou-0.json,Clefable,Items,,Leftovers,59.955
2023-09_gen8ou-0.json,Clefable,Items,,Rocky Helmet,13.023
2023-09_gen8ou-0.json,Clefable,Items,,Life Orb,8.132
2023-09_gen8ou-0.json,Clefable,Items,,Sticky Barb,5.328
2023-09_gen8ou-0.json,Clefable,Items,,Heavy-Duty Boots,5.157
2023-09_gen8ou-0.json,Clefable,Items,,Weakness Policy,2.095
2023-09_gen8ou-0.json,Clefable,Items,,Focus Sash,1.011
2023-09_gen8ou-0.json,Clefable,Items,,Sitrus Berry,0.661
