source,pokemon,category,type,name,usage
2023-05_gen4ou-0.json,Tyranitar,Stats,Raw count,,44159
2023-05_gen4ou-0.json,Tyranitar,Stats,Avg. weight,,1.0
2023-05_gen4ou-0.json,Tyranitar,Stats,Viability Ceiling,,90
2023-05_gen4ou-0.json,Tyranitar,Stats,Jolly,,2.342
2023-05_gen4ou-0.json,Tyranitar,Stats,Lonely,,5.392
2023-05_gen4ou-0.json,Tyranitar,Stats,Adamant,,2.638
2023-05_gen4ou-0.json,Tyranitar,Abilities,,Sand Stream,100.0
2023-05_gen4ou-0.json,Tyranitar,Items,,Lum Berry,25.619
2023-05_gen4ou-0.json,Tyranitar,Items,,Choice Scarf,14.498
2023-05_gen4ou-0.json,Tyranitar,Items,,Choice Band,14.027
2023-05_gen4ou-0.json,Tyranitar,Items,,Leftovers,13.834
2023-05_gen4ou-0.json,Tyranitar,Items,,Passho Berry,10.277
2023-05_gen4ou-0.json,Tyranitar,Items,,Chople Berry,7.844
2023-05_gen4ou-0.json,Tyranitar,Items,,Custap Berry,4.602
2023-05_gen4ou-0.json,Tyranitar,Items,,Shuca Berry,3.56
2023-05_gen4ou-0.json,Tyranitar,Items,,Life Orb,1.703
2023-05_gen4ou-0.json,Tyranitar,Items,,Other,4.038
2023-05_gen4ou-0.json,Tyranitar,Spreads,,Other,52.166
2023-05_gen4ou-0.json,Tyranitar,Moves,,Crunch,87.183
2023-05_gen4ou-0.json,Tyranitar,Moves,,Earthquake,48.824
2023-05_gen4ou-0.json,Tyranitar,Moves,,Pursuit,48.063
2023-05_gen4ou-0.json,Tyranitar,Moves,,Stone Edge,44.974
2023-05_gen4ou-0.json,Tyranitar,Moves,,Dragon Dance,35.517
2023-05_gen4ou-0.json,Tyranitar,Moves,,Superpower,30.61
2023-05_gen4ou-0.json,Tyranitar,Moves,,Fire Blast,18.442
2023-05_gen4ou-0.json,Tyranitar,Moves,,Fire Punch,17.31
2023-05_gen4ou-0.json,Tyranitar,Moves,,Stealth Rock,13.793
2023-05_gen4ou-0.json,Tyranitar,Moves,,Ice Punch,13.128
2023-05_gen4ou-0.json,Tyranitar,Moves,,Ice Beam,6.59
2023-05_gen4ou-0.json,Tyranitar,Moves,,Rock Slide,3.494
2023-05_gen4ou-0.json,Tyranitar,Moves,,Thunder Wave,3.091
2023-05_gen4ou-0.json,Tyranitar,Moves,,Aqua Tail,2.548
2023-05_gen4ou-0.json,Tyranitar,Moves,,Taunt,2.525
2023-05_gen4ou-0.json,Tyranitar,Moves,,Substitute,2.446
2023-05_gen4ou-0.json,Tyranitar,Moves,,Focus Punch,2.212
2023-05_gen4ou-0.json,Tyranitar,Moves,,Other,19.251
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Jirachi,28.592
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Latias,27.276
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Metagross,25.456
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Starmie,23.848
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Gyarados,23.352
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Breloom,19.622
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Heatran,19.416
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Scizor,18.592
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Flygon,17.928
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Gengar,17.824
2023-05_gen4ou-0.json,Tyranitar,Teammates,,Dragonite,17.541
2023-05_gen4ou-0.json,Jirachi,Stats,Raw count,,31366
2023-05_gen4ou-0.json,Jirachi,Stats,Avg. weight,,1.0
2023-05_gen4ou-0.json,Jirachi,Stats,Viability Ceiling,,90
2023-05_gen4ou-0.json,Jirachi,Stats,Jolly,,3.988
2023-05_gen4ou-0.json,Jirachi,Stats,Careful,,4.384
2023-05_gen4ou-0.json,Jirachi,Stats,Impish,,2.975
2023-05_gen4ou-0.json,Jirachi,Stats,Adamant,,2.346
2023-05_gen4ou-0.json,Jirachi,Abilities,,Serene Grace,100.0
